"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  5 ; prob =  0",100,0,100,4.1854880210418,8.03468525327918,17.9262379389724,4.1854880210418,732,0,16757,0,1,7
"long_cut =  5 ; prob =  0.73",0.819672131147541,99.635973026198,0.36402697380199,8.95522388059701,1.50187734668335,1.0016694490818,95.5000285893991,6,726,61,16696,1,7
"long_cut =  5 ; prob =  0.74",0.819672131147541,99.635973026198,0.36402697380199,8.95522388059701,1.50187734668335,1.0016694490818,95.5000285893991,6,726,61,16696,1,7
"long_cut =  5 ; prob =  0.75",0.819672131147541,99.635973026198,0.36402697380199,8.95522388059701,1.50187734668335,1.0016694490818,95.5000285893991,6,726,61,16696,1,7
"long_cut =  5 ; prob =  0.76",0.819672131147541,99.6419406815062,0.358059318493764,9.09090909090909,1.50375939849624,1.00200400801603,95.5057464692092,6,726,60,16697,1,7
"long_cut =  5 ; prob =  0.77",0.819672131147541,99.6419406815062,0.358059318493764,9.09090909090909,1.50375939849624,1.00200400801603,95.5057464692092,6,726,60,16697,1,7
"long_cut =  5 ; prob =  0.78",0.819672131147541,99.6419406815062,0.358059318493764,9.09090909090909,1.50375939849624,1.00200400801603,95.5057464692092,6,726,60,16697,1,7
"long_cut =  5 ; prob =  0.79",0.819672131147541,99.6419406815062,0.358059318493764,9.09090909090909,1.50375939849624,1.00200400801603,95.5057464692092,6,726,60,16697,1,7
"long_cut =  5 ; prob =  0.8",0.819672131147541,99.6479083368145,0.352091663185539,9.23076923076923,1.50564617314931,1.00233879051119,95.5114643490194,6,726,59,16698,1,7
"long_cut =  5 ; prob =  0.81",0.819672131147541,99.6479083368145,0.352091663185539,9.23076923076923,1.50564617314931,1.00233879051119,95.5114643490194,6,726,59,16698,1,7
"long_cut =  5 ; prob =  0.82",0.683060109289617,99.6479083368145,0.352091663185539,7.8125,1.25628140703518,0.835561497326203,95.5057464692092,5,727,59,16698,1,7
"long_cut =  5 ; prob =  0.83",0.683060109289617,99.6479083368145,0.352091663185539,7.8125,1.25628140703518,0.835561497326203,95.5057464692092,5,727,59,16698,1,7
"long_cut =  5 ; prob =  0.84",0.409836065573771,99.6538759921227,0.346124007877302,4.91803278688525,0.756620428751576,0.501840080294413,95.5000285893991,3,729,58,16699,1,7
"long_cut =  5 ; prob =  0.85",0.409836065573771,99.6538759921227,0.346124007877302,4.91803278688525,0.756620428751576,0.501840080294413,95.5000285893991,3,729,58,16699,1,7
"long_cut =  5 ; prob =  0.86",0.409836065573771,99.6538759921227,0.346124007877302,4.91803278688525,0.756620428751576,0.501840080294413,95.5000285893991,3,729,58,16699,1,7
"long_cut =  5 ; prob =  0.87",0.409836065573771,99.6538759921227,0.346124007877302,4.91803278688525,0.756620428751576,0.501840080294413,95.5000285893991,3,729,58,16699,1,7
"long_cut =  5 ; prob =  0.88",0.409836065573771,99.6777466133556,0.322253386644389,5.26315789473684,0.760456273764259,0.50251256281407,95.5229001086397,3,729,54,16703,1,7
"long_cut =  5 ; prob =  0.89",0.409836065573771,99.6956495792803,0.304350420719701,5.55555555555556,0.763358778625954,0.503018108651912,95.5400537480702,3,729,51,16706,1,7
"long_cut =  5 ; prob =  0.9",0.409836065573771,99.6956495792803,0.304350420719701,5.55555555555556,0.763358778625954,0.503018108651912,95.5400537480702,3,729,51,16706,1,7
"long_cut =  5 ; prob =  0.91",0.409836065573771,99.7075848898968,0.292415110103239,5.76923076923077,0.76530612244898,0.503355704697987,95.5514895076905,3,729,49,16708,1,7
"long_cut =  5 ; prob =  0.92",0.409836065573771,99.7195202005132,0.280479799486777,6,0.767263427109974,0.503693754197448,95.5629252673109,3,729,47,16710,1,7
"long_cut =  5 ; prob =  0.93",0.409836065573771,99.7195202005132,0.280479799486777,6,0.767263427109974,0.503693754197448,95.5629252673109,3,729,47,16710,1,7
"long_cut =  5 ; prob =  0.94",0.409836065573771,99.7314555111297,0.268544488870326,6.25,0.769230769230769,0.504032258064516,95.5743610269312,3,729,45,16712,1,7
"long_cut =  5 ; prob =  0.95",0.409836065573771,99.7493584770544,0.250641522945638,6.66666666666667,0.772200772200772,0.504540867810293,95.5915146663617,3,729,42,16715,1,7
"long_cut =  5 ; prob =  0.96",0.409836065573771,99.7553261323626,0.244673867637402,6.81818181818182,0.77319587628866,0.50471063257066,95.5972325461719,3,729,41,16716,1,7
"long_cut =  5 ; prob =  0.97",0.409836065573771,99.7612937876708,0.238706212329176,6.97674418604651,0.774193548387097,0.504880511612252,95.602950425982,3,729,40,16717,1,7
"long_cut =  5 ; prob =  0.98",0.409836065573771,99.791132064212,0.208867935788026,7.89473684210526,0.779220779220779,0.505731625084289,95.6315398250329,3,729,35,16722,1,7
"long_cut =  5 ; prob =  0.99",0.409836065573771,99.8090350301367,0.190964969863339,8.57142857142857,0.782268578878748,0.506243671954101,95.6486934644634,3,729,32,16725,1,7
"long_cut =  5 ; prob =  1",0,100,0,NA,NA,NA,95.8145119789582,0,732,0,16757,1,7
"long_cut =  5 ; prob =  random_rate",2.18579234972678,0.97674141221374,2.32585877862596,3.94088669950739,2.81195079086116,170.665866826635,93.68,16,716,390,16378,1,7
"long_cut =  5 ; prob =  random_50",47.2677595628415,0.501312022900763,49.8687977099237,3.97335783187873,7.33050847457627,405.637676177381,50.0114285714286,346,386,8362,8406,1,7
