"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  14 ; prob =  0.75",13.0804311774461,97.6390817743648,2.36091822563516,68.5869565217391,21.9707520891365,15.6064503363672,73.7357163785526,631,4193,289,11952,3,10
"long_cut =  14 ; prob =  0.76",12.5621890547264,97.7616207826158,2.2383792173842,68.8636363636364,21.2482468443198,15.0178429817605,73.6771169059479,606,4218,274,11967,3,10
"long_cut =  14 ; prob =  0.77",11.8573797678275,97.9821909974675,2.01780900253248,69.8412698412698,20.2729044834308,14.2182450907283,73.6360972751245,572,4252,247,11994,3,10
"long_cut =  14 ; prob =  0.78",11.3391376451078,98.0557144024181,1.9442855975819,69.6815286624204,19.5043679800321,13.6198396494198,73.5423381189569,547,4277,238,12003,3,10
"long_cut =  14 ; prob =  0.79",10.634328358209,98.1537456090189,1.84625439098113,69.4181326116373,18.4432859967643,12.8025954579486,73.4134192792265,513,4311,226,12015,3,10
"long_cut =  14 ; prob =  0.8",10.1575456053068,98.2436075484029,1.75639245159709,69.5035460992908,17.724724181588,12.2493875306235,73.3430999121008,490,4334,215,12026,3,10
"long_cut =  14 ; prob =  0.81",9.51492537313433,98.30079241892,1.69920758107998,68.815592203898,16.71826625387,11.4962680959776,73.2024611778494,459,4365,208,12033,3,10
"long_cut =  14 ; prob =  0.82",9.05887230514096,98.4069928927375,1.59300710726248,69.1455696202532,16.0190615835777,10.9644720995584,73.1497216525051,437,4387,195,12046,3,10
"long_cut =  14 ; prob =  0.83",8.72719734660033,98.4641777632546,1.53582223674537,69.1297208538588,15.4978833057243,10.57523235368,73.0969821271609,421,4403,188,12053,3,10
"long_cut =  14 ; prob =  0.84",8.14676616915423,98.5458704354219,1.45412956457805,68.8266199649737,14.5690454124189,9.8907736447375,72.9915030764723,393,4431,178,12063,3,10
"long_cut =  14 ; prob =  0.85",7.85655058043118,98.635732374806,1.36426762519402,69.4139194139194,14.1154562383613,9.5504485434936,72.9739232346909,379,4445,167,12074,3,10
"long_cut =  14 ; prob =  0.86",7.44195688225539,98.7337635814067,1.26623641859325,69.8443579766537,13.4507306107156,9.06108026249369,72.9270436566071,359,4465,155,12086,3,10
"long_cut =  14 ; prob =  0.87",6.96517412935323,98.8072869863573,1.19271301364268,69.7095435684647,12.664907651715,8.49428658104965,72.8450043949604,336,4488,146,12095,3,10
"long_cut =  14 ; prob =  0.88",6.52985074626866,98.8808103913079,1.11918960869209,69.6902654867257,11.9408642911296,7.97549118898116,72.7746850278347,315,4509,137,12104,3,10
"long_cut =  14 ; prob =  0.89",6.30182421227197,98.9870108651254,1.0129891348746,71.0280373831776,11.5765422696116,7.70634759683634,72.7864049223557,304,4520,124,12117,3,10
"long_cut =  14 ; prob =  0.9",5.74212271973466,99.0850420717262,0.91495792827383,71.2082262210797,10.6272779589488,7.03581407162814,72.6985057134486,277,4547,112,12129,3,10
"long_cut =  14 ; prob =  0.91",5.24461028192371,99.15039620946,0.849603790539988,70.8683473389356,9.76645435244161,6.43667633440187,72.604746557281,253,4571,104,12137,3,10
"long_cut =  14 ; prob =  0.92",4.72636815920398,99.2075810799771,0.792418920022875,70.1538461538462,8.85608856088561,5.81010142194587,72.4992675065924,228,4596,97,12144,3,10
