"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.821551132464,70.8190180649451,85.8501719690456,54.821551132464,9585,0,7899,0,3,7
"long_cut =  4 ; prob =  0.38",80.9076682316119,65.1348271933156,34.8651728066844,73.7938909506138,77.1872200656912,79.3772646318246,73.7817433081675,7755,1830,2754,5145,3,7
"long_cut =  4 ; prob =  0.39",79.3009911319771,67.7680719078364,32.2319280921636,74.9088400512467,77.0423677275492,78.3818343061027,74.0905971173644,7601,1984,2546,5353,3,7
"long_cut =  4 ; prob =  0.4",77.9864371413667,69.9075832383846,30.0924167616154,75.8729192042225,76.9151618048053,77.5543658698539,74.336536261725,7475,2110,2377,5522,3,7
"long_cut =  4 ; prob =  0.41",76.5049556598852,71.7938979617673,28.2061020382327,76.6969982219433,76.6008565757861,76.5432871965095,74.3765728666209,7333,2252,2228,5671,3,7
"long_cut =  4 ; prob =  0.42",75.3468961919666,73.401696417268,26.598303582732,77.4643355143194,76.3909456314787,75.7610725300548,74.468085106383,7222,2363,2101,5798,3,7
"long_cut =  4 ; prob =  0.43",74.2097026604069,74.9841752120522,25.0158247879478,78.2594344812411,76.1807861197387,74.9857682008898,74.559597346145,7113,2472,1976,5923,3,7
"long_cut =  4 ; prob =  0.44",73.0620761606677,76.1235599442967,23.8764400557033,78.7827652154348,75.8146584388871,74.1387706705626,74.4452070464425,7003,2582,1886,6013,3,7
"long_cut =  4 ; prob =  0.45",71.924882629108,77.5414609444233,22.4585390555767,79.533917858791,75.5382676820249,73.3279441797141,74.4623655913979,6894,2691,1774,6125,3,7
"long_cut =  4 ; prob =  0.46",71.0067814293166,78.4656285605773,21.5343714394227,80.0047020101093,75.2376741101039,72.6407240591713,74.3765728666209,6806,2779,1701,6198,3,7
"long_cut =  4 ; prob =  0.47",69.9634846113719,79.6809722749715,20.3190277250285,80.6882444952473,74.9441215914171,71.8741291719363,74.3536948066804,6706,2879,1605,6294,3,7
"long_cut =  4 ; prob =  0.48",69.170579029734,80.6937587036334,19.3062412963666,81.2998160637646,74.7463359639233,71.2979890310786,74.3765728666209,6630,2955,1525,6374,3,7
"long_cut =  4 ; prob =  0.49",68.471570161711,81.693885301937,18.306114698063,81.9453115245349,74.6049789701034,70.7998015059656,74.4452070464425,6563,3022,1446,6453,3,7
"long_cut =  4 ; prob =  0.5",67.5639019300991,82.5927332573743,17.4072667426256,82.4863074767545,74.2830924523973,70.1002359767054,74.3536948066804,6476,3109,1375,6524,3,7
"long_cut =  4 ; prob =  0.51",66.7709963484611,83.6688188378276,16.3311811621724,83.2249674902471,74.095513748191,69.5198783402129,74.4051704415466,6400,3185,1290,6609,3,7
"long_cut =  4 ; prob =  0.52",66.0719874804382,84.428408659324,15.571591340676,83.7366124553749,73.8628411476557,68.9824194497092,74.3651338366507,6333,3252,1230,6669,3,7
"long_cut =  4 ; prob =  0.53",65.1747522170057,85.0867198379542,14.9132801620458,84.1346801346801,73.450911228689,68.2508467169234,74.1706703271562,6247,3338,1178,6721,3,7
"long_cut =  4 ; prob =  0.54",64.1210224308816,85.8083301683757,14.1916698316243,84.574102105408,72.9408972228816,67.3800074549959,73.9190116678106,6146,3439,1121,6778,3,7
"long_cut =  4 ; prob =  0.55",63.0985915492958,86.5046208380808,13.4953791619192,85.0154624683722,72.4354751781544,66.5287983455802,73.67307252345,6048,3537,1066,6833,3,7
"long_cut =  4 ; prob =  0.56",62.1596244131455,87.1122926952779,12.8877073047221,85.4071100917431,71.9521768009178,65.7383705534469,73.4328528940746,5958,3627,1018,6881,3,7
"long_cut =  4 ; prob =  0.57",61.2415232133542,87.5553867578174,12.4446132421826,85.6559171165913,71.4198807640832,64.943685969066,73.1297185998627,5870,3715,983,6916,3,7
"long_cut =  4 ; prob =  0.58",60.3442879499217,87.9858209899987,12.0141790100013,85.9052428338037,70.8910405686972,64.1625807024161,72.832303820636,5784,3801,949,6950,3,7
"long_cut =  4 ; prob =  0.59",59.6557120500783,88.5808330168376,11.4191669831624,86.3746223564955,70.5708114779389,63.5898576512456,72.7236330359186,5718,3867,902,6997,3,7
"long_cut =  4 ; prob =  0.6",58.7271778821075,89.0112672490189,10.9887327509811,86.6399876866246,70.0037308792439,62.7718179182372,72.4090597117364,5629,3956,868,7031,3,7
"long_cut =  4 ; prob =  0.61",57.829942618675,89.4290416508419,10.5709583491581,86.9081216682346,69.4480987283092,61.977279842569,72.1059254175246,5543,4042,835,7064,3,7
"long_cut =  4 ; prob =  0.62",56.9953051643193,89.8594758830232,10.1405241169768,87.2126436781609,68.9381033503691,61.2389023405973,71.8428277282086,5463,4122,801,7098,3,7
"long_cut =  4 ; prob =  0.63",56.2023995826813,90.2266109634131,9.77338903658691,87.4654976457217,68.432418699187,60.5294501000022,71.5740105239076,5387,4198,772,7127,3,7
"long_cut =  4 ; prob =  0.64",55.4825247782994,90.7456640081023,9.25433599189771,87.9153579103984,68.0312140207241,59.9022280294668,71.4138641043239,5318,4267,731,7168,3,7
"long_cut =  4 ; prob =  0.65",54.5539906103286,91.2140777313584,8.7859222686416,88.2829647138275,67.4361619809131,59.0673926304137,71.1164493250972,5229,4356,694,7205,3,7
"long_cut =  4 ; prob =  0.66",53.7506520605112,91.5305734903152,8.46942650968477,88.5071293592166,66.8830325847073,58.3320124091393,70.8190345458705,5152,4433,669,7230,3,7
"long_cut =  4 ; prob =  0.67",52.8638497652582,92.0116470439296,7.98835295607039,88.9259389259389,66.3089707518157,57.529860574958,70.5502173415694,5067,4518,631,7268,3,7
"long_cut =  4 ; prob =  0.68",52.0709441836202,92.3154829725282,7.68451702747183,89.156841729189,65.7445827570309,56.7959397332605,70.2528025623427,4991,4594,607,7292,3,7
"long_cut =  4 ; prob =  0.69",51.4449660928534,92.631978731485,7.368021268515,89.4431344095774,65.319909921844,56.2219232435637,70.0526195378632,4931,4654,582,7317,3,7
"long_cut =  4 ; prob =  0.7",50.6103286384976,93.0624129636663,6.93758703633371,89.8499722170772,64.749065670048,55.4539427055945,69.7895218485472,4851,4734,548,7351,3,7
"long_cut =  4 ; prob =  0.71",49.8069900886802,93.3409292315483,6.6590707684517,90.0754716981132,64.145112529392,54.6975252062328,69.4749485243651,4774,4811,526,7373,3,7
"long_cut =  4 ; prob =  0.72",49.0036515388628,93.6827446512217,6.31725534877833,90.3964588144727,63.554563290711,53.9438625505329,69.1889727751087,4697,4888,499,7400,3,7
"long_cut =  4 ; prob =  0.73",48.3255086071987,93.8726421065958,6.12735789340423,90.539483971853,63.016121352289,53.2952871870398,68.9029970258522,4632,4953,484,7415,3,7
"long_cut =  4 ; prob =  0.74",47.4804381846635,94.113178883403,5.88682111659704,90.7296650717703,62.3381960139716,52.4840852477166,68.5483870967742,4551,5034,465,7434,3,7
"long_cut =  4 ; prob =  0.75",46.4371413667188,94.4929737941512,5.50702620584884,91.0970118706508,61.5161357197153,51.4852172303706,68.1480210478151,4451,5134,435,7464,3,7
"long_cut =  4 ; prob =  0.76",45.6442357850809,94.7208507406001,5.27914925939993,91.2979966611018,60.8610975864228,50.7164054530279,67.8162891786776,4375,5210,417,7482,3,7
"long_cut =  4 ; prob =  0.77",44.6844027125717,94.8474490441828,5.15255095581719,91.3219616204691,60.0070052539405,49.7676039972112,67.347288949897,4283,5302,407,7492,3,7
"long_cut =  4 ; prob =  0.78",43.8288993218571,95.1512849727814,4.84871502721863,91.6448516579407,59.2984684875432,48.9353275556798,67.0155570807595,4201,5384,383,7516,3,7
"long_cut =  4 ; prob =  0.79",42.754303599374,95.3158627674389,4.68413723256108,91.7188898836168,58.322066462677,47.8648850682115,66.5008007320979,4098,5487,370,7529,3,7
"long_cut =  4 ; prob =  0.8",41.8257694314032,95.4804405620965,4.51955943790353,91.8231791113147,57.4725826105655,46.9371985201143,66.0661175932281,4009,5576,357,7542,3,7
"long_cut =  4 ; prob =  0.81",41.0537297861242,95.7336371692619,4.26636283073807,92.1114232209738,56.7943999422674,46.1724396883507,65.7572637840311,3935,5650,337,7562,3,7
"long_cut =  4 ; prob =  0.82",40.0521648408972,96.0881124192936,3.91188758070642,92.5506268081003,55.9091240078643,45.1774618715873,65.3683367650423,3839,5746,309,7590,3,7
"long_cut =  4 ; prob =  0.83",38.9149713093375,96.2780098746677,3.72199012533232,92.6938369781312,54.8166654419869,44.0232272684355,64.8307023564402,3730,5855,294,7605,3,7
"long_cut =  4 ; prob =  0.84",37.9342723004695,96.4805671604001,3.51943283959995,92.8972917731221,53.8706570857101,43.0255123775264,64.3845801876001,3636,5949,278,7621,3,7
"long_cut =  4 ; prob =  0.85",36.9848721961398,96.7211039372072,3.27889606279276,93.1913774973712,52.9539173948764,42.0581814730448,63.9727751086708,3545,6040,259,7640,3,7
"long_cut =  4 ; prob =  0.86",35.8163797600417,96.8730219015065,3.12697809849348,93.2880434782609,51.7602713908783,40.8495954307473,63.4008236101579,3433,6152,247,7652,3,7
"long_cut =  4 ; prob =  0.87",34.8252477829943,96.986960374731,3.01303962526902,93.34451901566,50.7256287516146,39.8177306994942,62.9089453214367,3338,6247,238,7661,3,7
"long_cut =  4 ; prob =  0.88",33.8654147104851,97.126218508672,2.87378149132802,93.4638640944429,49.7166487976719,38.8156793341784,62.4456646076413,3246,6339,227,7672,3,7
"long_cut =  4 ; prob =  0.89",32.6551904016693,97.3034561336878,2.6965438663122,93.6284774154951,48.4220297029703,37.5452822493583,61.8622740791581,3130,6455,213,7686,3,7
"long_cut =  4 ; prob =  0.9",31.3615023474178,97.4300544372705,2.56994556272946,93.6740417575569,46.9907769266844,36.1741558160245,61.2102493708534,3006,6579,203,7696,3,7
"long_cut =  4 ; prob =  0.91",30.1721439749609,97.7212305355108,2.27876946448917,94.140625,45.6980327091728,34.9174152419588,60.6897735072066,2892,6693,180,7719,3,7
"long_cut =  4 ; prob =  0.92",29.0140845070423,97.8858083301684,2.11419166983162,94.3351424694708,44.3788398627623,33.6780662662275,60.1292610386639,2781,6804,167,7732,3,7
"long_cut =  4 ; prob =  0.93",27.4074074074074,98.0377262944677,1.96227370553235,94.4284687275341,42.4840300800518,31.9415398083751,59.3170899107756,2627,6958,155,7744,3,7
"long_cut =  4 ; prob =  0.94",25.8633281168492,98.2402835802,1.75971641979997,94.6906035141329,40.6293534376793,30.2627081400459,58.5621139327385,2479,7106,139,7760,3,7
"long_cut =  4 ; prob =  0.95",23.8601982263954,98.4175212052158,1.58247879478415,94.8175787728027,38.1261982162207,28.0599725166863,57.5440402653855,2287,7298,125,7774,3,7
"long_cut =  4 ; prob =  0.96",22.2222222222222,98.5820989998734,1.4179010001266,95.0044603033006,36.0192779233956,26.2431619930018,56.7204301075269,2130,7455,112,7787,3,7
"long_cut =  4 ; prob =  0.97",19.9269692227439,98.7593366248892,1.24066337511077,95.1195219123506,32.9509186578108,23.6690790125905,55.5422100205903,1910,7675,98,7801,3,7
"long_cut =  4 ; prob =  0.98",17.0787689097548,98.9492340802633,1.05076591973667,95.1744186046512,28.9606368863335,20.4318522216675,54.0665751544269,1637,7948,83,7816,3,7
"long_cut =  4 ; prob =  0.99",13.1664058424622,99.1391315356374,0.860868464362574,94.8872180451128,23.1241410902428,15.9062263675321,52.0075497597804,1262,8323,68,7831,3,7
"long_cut =  4 ; prob =  1",0,100,0,NA,NA,NA,45.178448867536,0,9585,0,7899,3,7
"long_cut =  4 ; prob =  random_rate",53.8196977592496,0.466034155597723,53.3965844402277,55.0239744272776,54.4151738672287,198.681042604417,50.56,5164,4431,4221,3684,3,7
"long_cut =  4 ; prob =  random_50",50.1406982803544,0.501581277672359,49.8418722327641,54.9765741058165,52.4473999781969,194.627739704229,50.1485714285714,4811,4784,3940,3965,3,7
"long_cut =  5 ; prob =  0",100,0,100,49.8255647698027,66.511432606787,83.2361989566813,49.8255647698027,8712,0,8773,0,3,7
"long_cut =  5 ; prob =  0.01",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.02",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.03",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.04",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.05",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.06",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.07",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.08",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.09",99.9885215794307,0,100,49.822695035461,66.5063368453199,83.2282351142704,49.8198455819274,8711,1,8773,0,3,7
"long_cut =  5 ; prob =  0.1",99.9770431588613,0,100,49.8198249728308,66.5012406947891,83.2202709674954,49.814126394052,8710,2,8773,0,3,7
"long_cut =  5 ; prob =  0.11",99.9770431588613,0,100,49.8198249728308,66.5012406947891,83.2202709674954,49.814126394052,8710,2,8773,0,3,7
"long_cut =  5 ; prob =  0.12",99.965564738292,0,100,49.8169545818556,66.49614415515,83.2123065163386,49.8084072061767,8709,3,8773,0,3,7
"long_cut =  5 ; prob =  0.13",99.965564738292,0,100,49.8169545818556,66.49614415515,83.2123065163386,49.8084072061767,8709,3,8773,0,3,7
"long_cut =  5 ; prob =  0.14",99.9540863177227,0,100,49.8140838624793,66.4910472263582,83.2043417607827,49.8026880183014,8708,4,8773,0,3,7
"long_cut =  5 ; prob =  0.15",99.931129476584,0,100,49.8083414382974,66.4808522011378,83.1884113364038,49.7912496425508,8706,6,8773,0,3,7
"long_cut =  5 ; prob =  0.16",99.9081726354454,0,100,49.8025976998341,66.4706556187712,83.1724796942188,49.7798112668001,8704,8,8773,0,3,7
"long_cut =  5 ; prob =  0.17",99.8622589531681,0,100,49.7911062782579,66.4502577811724,83.1406127558724,49.7569345152988,8700,12,8773,0,3,7
"long_cut =  5 ; prob =  0.18",99.8393021120294,0,100,49.7853585942419,66.4400565252263,83.1246774594316,49.7454961395482,8698,14,8773,0,3,7
"long_cut =  5 ; prob =  0.19",99.8393021120294,0,100,49.7853585942419,66.4400565252263,83.1246774594316,49.7454961395482,8698,14,8773,0,3,7
"long_cut =  5 ; prob =  0.2",99.7933884297521,0,100,49.7738592774947,66.4196493372551,83.0928032113161,49.7226193880469,8694,18,8773,0,3,7
"long_cut =  5 ; prob =  0.21",99.7245179063361,0.0113986093696569,99.9886013906303,49.7594501718213,66.3915635029803,83.0465703142923,49.6940234486703,8688,24,8772,1,3,7
"long_cut =  5 ; prob =  0.22",99.6556473829201,0.0455944374786276,99.9544055625214,49.7507306171566,66.3685357183809,83.0034991108817,49.6768658850443,8682,30,8769,4,3,7
"long_cut =  5 ; prob =  0.23",99.6326905417815,0.0683916562179414,99.9316083437821,49.750673468218,66.3633930960664,82.9907256907926,49.6768658850443,8680,32,8767,6,3,7
"long_cut =  5 ; prob =  0.24",99.5408631772268,0.102587484326912,99.8974125156731,49.7361780224822,66.3301208505431,82.9316808201362,49.6482699456677,8672,40,8764,9,3,7
"long_cut =  5 ; prob =  0.25",99.4031221303949,0.113986093696569,99.8860139063034,49.7044137060208,66.2712837191506,82.837519848482,49.5853588790392,8660,52,8763,10,3,7
"long_cut =  5 ; prob =  0.26",99.2309458218549,0.273566624871766,99.7264333751282,49.7010463378176,66.2299854439593,82.7399410436048,49.5796396911639,8645,67,8749,24,3,7
"long_cut =  5 ; prob =  0.27",99.0702479338843,0.455944374786276,99.5440556252137,49.7062888735314,66.1988034974689,82.6534130085038,49.5910780669145,8631,81,8733,40,3,7
"long_cut =  5 ; prob =  0.28",94.6051423324151,16.710361335917,83.289638664083,53.0066242202071,67.9444375747084,81.7707403218445,55.5218758936231,8242,470,7307,1466,3,7
"long_cut =  5 ; prob =  0.29",90.9894398530762,34.2756183745583,65.7243816254417,57.8908931570876,70.7609908502566,81.652623555345,62.5336002287675,7927,785,5766,3007,3,7
"long_cut =  5 ; prob =  0.3",88.4527089072544,43.9644363387667,56.0355636612333,61.052131199493,72.2414924533608,81.1670528755003,66.1309694023449,7706,1006,4916,3857,3,7
"long_cut =  5 ; prob =  0.31",86.3751147842057,50.4046506326228,49.5953493673772,63.3630852138767,73.1008354381193,80.5260679736324,68.3271375464684,7525,1187,4351,4422,3,7
"long_cut =  5 ; prob =  0.32",84.2745638200184,55.7278012082526,44.2721987917474,65.401745946909,73.6483097602568,79.6761731128185,69.9513869030598,7342,1370,3884,4889,3,7
"long_cut =  5 ; prob =  0.33",82.6905417814509,59.6831186595235,40.3168813404765,67.0701052043571,74.0656968076903,79.0102875693698,71.146697169002,7204,1508,3537,5236,3,7
"long_cut =  5 ; prob =  0.34",81.0491276400367,63.1482959078992,36.8517040921008,68.5933553526326,74.3028517310323,78.208763457534,72.0674864169288,7061,1651,3233,5540,3,7
"long_cut =  5 ; prob =  0.35",79.6143250688705,65.9181579847259,34.0818420152741,69.8770904694741,74.4285867582359,77.4556662348685,72.7423505862168,6936,1776,2990,5783,3,7
"long_cut =  5 ; prob =  0.36",78.0073461891644,68.2776701242448,31.7223298757552,70.9468629293246,74.3097698321579,76.4850203704954,73.1255361738633,6796,1916,2783,5990,3,7
"long_cut =  5 ; prob =  0.37",76.7217630853995,70.3180212014134,29.6819787985866,71.9638242894057,74.2666666666667,75.7205002718869,73.5087217615099,6684,2028,2604,6169,3,7
"long_cut =  5 ; prob =  0.38",75.4247015610652,71.9366237319047,28.0633762680953,72.7443817115023,74.0602986756833,74.8729518470409,73.6745782098942,6571,2141,2462,6311,3,7
"long_cut =  5 ; prob =  0.39",74.024334251607,73.521030434287,26.478969565713,73.5180118559052,73.7703042781972,73.922512608895,73.7718044037747,6449,2263,2323,6450,3,7
"long_cut =  5 ; prob =  0.4",73.0371900826446,74.9002621680155,25.0997378319845,74.2907180385289,73.6586212884181,73.2845000345519,73.9719759794109,6363,2349,2202,6571,3,7
"long_cut =  5 ; prob =  0.41",71.797520661157,76.1085147611991,23.8914852388009,74.9012094359957,73.3165328488542,72.3975092016019,73.9605376036603,6255,2457,2096,6677,3,7
"long_cut =  5 ; prob =  0.42",70.8792470156106,77.4877464949276,22.5122535050724,75.7668711656442,73.2416083501364,71.8056653797851,74.1950243065485,6175,2537,1975,6798,3,7
"long_cut =  5 ; prob =  0.43",70.2708907254362,78.7187963068506,21.2812036931494,76.6303667542872,73.3129752709419,71.4569180848332,74.5095796396912,6122,2590,1867,6906,3,7
"long_cut =  5 ; prob =  0.44",69.2378328741965,79.8358600250769,20.1641399749231,77.3234200743494,73.0575909889178,70.716781167202,74.5553331426937,6032,2680,1769,7004,3,7
"long_cut =  5 ; prob =  0.45",68.4802571166208,80.9871195714123,19.0128804285877,78.1503798794865,72.9964517313104,70.2179746716256,74.75550471833,5966,2746,1668,7105,3,7
"long_cut =  5 ; prob =  0.46",67.3668503213958,81.7736236179186,18.2263763820814,78.588644884842,72.5463535228677,69.3472918045184,74.595367457821,5869,2843,1599,7174,3,7
"long_cut =  5 ; prob =  0.47",66.3452708907254,82.6513165393822,17.3486834606178,79.15639550808,72.1868365180467,68.564650059312,74.5267372033171,5780,2932,1522,7251,3,7
"long_cut =  5 ; prob =  0.48",65.2203856749311,83.4492191952582,16.5507808047418,79.6467619848612,71.7152593714502,67.6718593683007,74.3665999428081,5682,3030,1452,7321,3,7
"long_cut =  5 ; prob =  0.49",64.1643709825528,84.1559329761769,15.8440670238231,80.0859598853868,71.2464950293143,66.82126805011,74.1950243065485,5590,3122,1390,7383,3,7
"long_cut =  5 ; prob =  0.5",63.2001836547291,84.8056537102474,15.1943462897526,80.5088463225618,70.8121664201659,66.0397725909756,74.0406062339148,5506,3206,1333,7440,3,7
"long_cut =  5 ; prob =  0.51",62.396694214876,85.4325772255785,14.5674227744215,80.9651474530831,70.4784130688448,65.3962754439151,73.954818415785,5436,3276,1278,7495,3,7
"long_cut =  5 ; prob =  0.52",61.3751147842057,86.0822979596489,13.9177020403511,81.4098660170524,69.9869109947644,64.5523469190651,73.7718044037747,5347,3365,1221,7552,3,7
"long_cut =  5 ; prob =  0.53",60.3879706152433,86.6522284281318,13.3477715718682,81.7941542288557,69.4796619123085,63.7233527131783,73.5659136402631,5261,3451,1171,7602,3,7
"long_cut =  5 ; prob =  0.54",59.4582185491276,87.0853755841787,12.9146244158213,82.0529067004594,68.9517470881864,62.9236413109497,73.3199885616243,5180,3532,1133,7640,3,7
"long_cut =  5 ; prob =  0.55",58.7235996326905,87.5299213495954,12.4700786504046,82.3832528180354,68.569896796676,62.3021092113595,73.1770088647412,5116,3596,1094,7679,3,7
"long_cut =  5 ; prob =  0.56",57.8168044077135,88.0200615524906,11.9799384475094,82.7365308804205,68.0675675675676,61.5228649599375,72.9711181012296,5037,3675,1051,7722,3,7
