"","Sensitivity","Specificity","One_minus_Specificity","Precision","F1_Score","F_beta_Score","Accuracy","True_Positives","False_Negatives","False_Positives","True_Negatives","Early_cutoff","Set Number"
"long_cut =  4 ; prob =  0",100,0,100,54.821551132464,70.8190180649451,85.8501719690456,54.821551132464,9585,0,7899,0,3,7
"long_cut =  13 ; prob =  0.73",16.4199192462988,96.6794172702857,3.32058272971433,67.6703645007924,26.4273557171592,19.3510377957038,72.8099268069533,854,4347,408,11879,3,7
"long_cut =  13 ; prob =  0.74",15.9584695250913,96.7445267355742,3.25547326442581,67.479674796748,25.8124708443477,18.8345284560225,72.7184354986276,830,4371,400,11887,3,7
"long_cut =  13 ; prob =  0.75",15.400884445299,96.8991617156344,3.10083828436559,67.7664974619289,25.0979163402789,18.2161375420722,72.6612534309241,801,4400,381,11906,3,7
"long_cut =  13 ; prob =  0.76",14.8432993655066,96.9805485472451,3.01945145275494,67.5415573053368,24.3379571248424,17.5878252152914,72.5526075022873,772,4429,371,11916,3,7
"long_cut =  13 ; prob =  0.77",14.1895789271294,97.0863514283389,2.91364857166111,67.3357664233577,23.4397332062887,16.8493150684932,72.4325251601098,738,4463,358,11929,3,7
"long_cut =  13 ; prob =  0.78",13.5358584887522,97.1758769431106,2.82412305688939,66.9838249286394,22.5207933461292,16.106154198124,72.3010064043916,704,4497,347,11940,3,7
"long_cut =  13 ; prob =  0.79",13.0551816958277,97.3060958736876,2.69390412631236,67.2277227722772,21.864434068588,15.5633996515999,72.2495425434584,679,4522,331,11956,3,7
"long_cut =  13 ; prob =  0.8",12.5360507594693,97.4118987547815,2.58810124521852,67.2164948453608,21.1310970669259,14.9719849361624,72.1694876486734,652,4549,318,11969,3,7
"long_cut =  13 ; prob =  0.81",12.1707363968468,97.5339790021974,2.46602099780255,67.6282051282051,20.6289718103308,14.5584176632935,72.146614821592,633,4568,303,11984,3,7
"long_cut =  13 ; prob =  0.82",11.6708325322053,97.6886139822577,2.31138601774233,68.1257014590348,19.9277741300066,13.9893984789122,72.1065873741994,607,4594,284,12003,3,7
"long_cut =  13 ; prob =  0.83",11.1901557392809,97.7700008138683,2.22999918613168,67.9906542056075,19.2174343734522,13.4349030470914,72.0208142726441,582,4619,274,12013,3,7
"long_cut =  13 ; prob =  0.84",10.7094789463565,97.85952632864,2.14047367135998,67.9268292682927,18.5019099817306,12.8792082870884,71.9407593778591,557,4644,263,12024,3,7
"long_cut =  13 ; prob =  0.85",10.3249375120169,97.9409131602507,2.05908683974932,67.9746835443038,17.9268903355033,12.4340094470686,71.8835773101555,537,4664,253,12034,3,7
"long_cut =  13 ; prob =  0.86",9.94039607767737,97.9978839423781,2.00211605762187,67.7588466579292,17.3373574782025,11.9859043909677,71.8092406221409,517,4684,246,12041,3,7
"long_cut =  13 ; prob =  0.87",9.51740049990386,98.103686823472,1.89631317652804,67.9945054945055,16.6975881261596,11.4945197845068,71.7577767612077,495,4706,233,12054,3,7
"long_cut =  13 ; prob =  0.88",8.84445298980965,98.233905754049,1.766094245951,67.9468242245199,15.6515821708064,10.7071365392673,71.6491308325709,460,4741,217,12070,3,7
"long_cut =  13 ; prob =  0.89",8.26764083830033,98.3071539024986,1.69284609750142,67.398119122257,14.7285494091454,10.0270497155116,71.5290484903934,430,4771,208,12079,3,7
"long_cut =  13 ; prob =  0.9",7.74850990194193,98.3804020509482,1.61959794905184,66.9435215946844,13.8893675684991,9.41324862188172,71.426120768527,403,4798,199,12088,3,7
"long_cut =  13 ; prob =  0.91",7.34474139588541,98.4617888825588,1.5382111174412,66.9001751313485,13.2363132363132,8.93567251461988,71.3632204940531,382,4819,189,12098,3,7
"long_cut =  13 ; prob =  0.92",6.86406460296097,98.5431757141695,1.45682428583055,66.6044776119403,12.445529022137,8.36457357075914,71.2774473924977,357,4844,179,12108,3,7
"long_cut =  13 ; prob =  0.93",6.26802537973467,98.6733946447465,1.32660535525352,66.6666666666667,11.4586994727592,7.65509791950406,71.1916742909424,326,4875,163,12124,3,7
"long_cut =  13 ; prob =  0.94",5.69121322822534,98.7873362090014,1.21266379099861,66.5168539325843,10.4852993269571,6.96503364864229,71.1001829826167,296,4905,149,12138,3,7
"long_cut =  13 ; prob =  0.95",5.44126129590463,98.8931390900952,1.10686090990477,67.5417661097852,10.0711743772242,6.66729491589313,71.1001829826167,283,4918,136,12151,3,7
"long_cut =  13 ; prob =  0.96",4.92213035954624,98.9745259217059,1.02547407829413,67.0157068062827,9.1706967580154,6.04172566789389,71.0029734675206,256,4945,126,12161,3,7
"long_cut =  13 ; prob =  0.97",4.21072870601807,99.1617156344104,0.838284365589648,68.0124223602485,7.93047256925584,5.18318659471741,70.9229185727356,219,4982,103,12184,3,7
"long_cut =  13 ; prob =  0.98",3.51855412420688,99.3244892976316,0.675510702368354,68.796992481203,6.69471373696726,4.34266729947793,70.8314272644099,183,5018,83,12204,3,7
"long_cut =  13 ; prob =  0.99",2.86483368582965,99.4384308618865,0.561569138113449,68.348623853211,5.49916958848496,3.54390638378841,70.7170631290027,149,5052,69,12218,3,7
"long_cut =  13 ; prob =  1",0,100,0,NA,NA,NA,70.2596065873742,0,5201,0,12287,3,7
"long_cut =  13 ; prob =  random_rate",28.1021897810219,0.721490157800553,27.8509842199447,29.9365664006548,28.9903893787774,196.277857726265,59.0457142857143,1463,3743,3424,8870,3,7
"long_cut =  13 ; prob =  random_50",49.9039569727238,0.497966487717586,50.2033512282414,29.6237172177879,37.1780194619347,236.12894505643,49.8285714285714,2598,2608,6172,6122,3,7
"long_cut =  14 ; prob =  0",100,0,100,28.2822506861848,44.0937862173487,66.350075123417,28.2822506861848,4946,0,12542,0,3,7
"long_cut =  14 ; prob =  0.01",100,0,100,28.2822506861848,44.0937862173487,66.350075123417,28.2822506861848,4946,0,12542,0,3,7
"long_cut =  14 ; prob =  0.02",100,0,100,28.2822506861848,44.0937862173487,66.350075123417,28.2822506861848,4946,0,12542,0,3,7
"long_cut =  14 ; prob =  0.03",100,0,100,28.2822506861848,44.0937862173487,66.350075123417,28.2822506861848,4946,0,12542,0,3,7
"long_cut =  14 ; prob =  0.04",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.05",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.06",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.07",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.08",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.09",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.1",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.11",100,0.00797321001435178,99.9920267899856,28.2838680162406,44.0957517942317,66.3518553298811,28.2879688929552,4946,0,12541,1,3,7
"long_cut =  14 ; prob =  0.12",99.9797816417307,0.0159464200287036,99.9840535799713,28.2813840434658,44.0907672417636,66.3420000536639,28.2879688929552,4945,1,12540,2,3,7
"long_cut =  14 ; prob =  0.13",99.8786898503841,0.0478392600861107,99.9521607399139,28.2673380636301,44.0638658460441,66.2909286097692,28.2822506861848,4940,6,12536,6,3,7
"long_cut =  14 ; prob =  0.14",99.5551961180752,0.0956785201722213,99.9043214798278,28.2112982697376,43.9642857142857,66.1152586067995,28.2250686184812,4924,22,12530,12,3,7
"long_cut =  14 ; prob =  0.15",95.7339264051759,10.221655238399,89.778344761601,29.6030009377931,45.2222911990831,66.1700997792001,34.406450137237,4735,211,11260,1282,3,7
"long_cut =  14 ; prob =  0.16",89.6886372826526,37.9843725083719,62.0156274916281,36.3189782217128,51.7016317016317,69.3168323020189,52.6075022872827,4436,510,7778,4764,3,7
"long_cut =  14 ; prob =  0.17",85.9078042862919,49.2584914686653,50.7415085313347,40.0358051446339,54.6179060350922,69.8917656347666,59.6237419945105,4249,697,6364,6178,3,7
"long_cut =  14 ; prob =  0.18",82.6930853214719,56.3626215914527,43.6373784085473,42.7690055421939,56.3787993659108,69.6834429413569,63.8094693504117,4090,856,5473,7069,3,7
"long_cut =  14 ; prob =  0.19",79.0133441164577,61.0428958698772,38.9571041301228,44.4393904935183,56.8850072780204,68.3742739169991,66.1253430924062,3908,1038,4886,7656,3,7
"long_cut =  14 ; prob =  0.2",76.5871411241407,64.5431350661777,35.4568649338224,45.9987856709168,57.4766709657841,67.5969877583069,67.94945105215,3788,1158,4447,8095,3,7
"long_cut =  14 ; prob =  0.21",74.7270521633643,67.7483654919471,32.2516345080529,47.7457692804547,58.2643650981319,67.1389645776567,69.7220951509607,3696,1250,4045,8497,3,7
"long_cut =  14 ; prob =  0.22",72.4423776789325,70.4831765268697,29.5168234731303,49.1832532601235,58.5888316572643,66.1827182385755,71.0372827081427,3583,1363,3702,8840,3,7
"long_cut =  14 ; prob =  0.23",70.1577031945006,72.8671663211609,27.1328336788391,50.4874145205878,58.7190117607243,65.0860937089695,72.1008691674291,3470,1476,3403,9139,3,7
"long_cut =  14 ; prob =  0.24",68.3380509502628,74.8843884547919,25.1156115452081,51.7611026033691,58.9055420006971,64.2243672569735,73.0329368709973,3380,1566,3150,9392,3,7
"long_cut =  14 ; prob =  0.25",66.1544682571775,76.4870036676766,23.5129963323234,52.5960456518245,58.6012357840064,62.9109786579504,73.5647301006404,3272,1674,2949,9593,3,7
"long_cut =  14 ; prob =  0.26",64.3752527294784,78.10556530059,21.89443469941,53.6930860033727,58.5509378447959,61.9117990199891,74.2223238792315,3184,1762,2746,9796,3,7
"long_cut =  14 ; prob =  0.27",62.6566922765871,79.5407431031733,20.4592568968267,54.7043248014122,58.4110828385638,60.886478840033,74.7655535224154,3099,1847,2566,9976,3,7
"long_cut =  14 ; prob =  0.28",60.9785685402345,80.7765906553979,19.2234093446021,55.5739819421411,58.1509688614673,59.8151600491849,75.1772644098811,3016,1930,2411,10131,3,7
"long_cut =  14 ; prob =  0.29",59.3813182369592,81.9008132674215,18.0991867325785,56.4048396389476,57.8548212351029,58.7611540154455,75.5317932296432,2937,2009,2270,10272,3,7
"long_cut =  14 ; prob =  0.3",57.7638495754145,82.7619199489715,17.2380800510285,56.9236899780833,57.3406924234822,57.5938394549046,75.6919030192132,2857,2089,2162,10380,3,7
"long_cut =  14 ; prob =  0.31",55.9846340477153,83.7824908308085,16.2175091691915,57.6514678326046,56.8058262385886,56.3102452515557,75.9206312900275,2769,2177,2034,10508,3,7
"long_cut =  14 ; prob =  0.32",54.3065103113627,84.6914367724446,15.3085632275554,58.315240990013,56.2395309882747,55.0635506355064,76.0978956999085,2686,2260,1920,10622,3,7
"long_cut =  14 ; prob =  0.33",52.3655479175091,85.3452399936214,14.6547600063786,58.4914182475158,55.2592276509494,53.4858747728399,76.0178408051235,2590,2356,1838,10704,3,7
"long_cut =  14 ; prob =  0.34",50.5054589567327,85.9751235847552,14.0248764152448,58.6798214705191,54.2866456590242,51.9529137723056,75.9435041171089,2498,2448,1759,10783,3,7
"long_cut =  14 ; prob =  0.35",49.2923574605742,86.5731143358316,13.4268856641684,59.1460456089277,53.7715041905602,50.9913829164227,76.0292772186642,2438,2508,1684,10858,3,7
"long_cut =  14 ; prob =  0.36",48.1196926809543,87.3225960771807,12.6774039228193,59.9496221662469,53.3871691341409,50.0968257977604,76.2351326623971,2380,2566,1590,10952,3,7
"long_cut =  14 ; prob =  0.37",46.9268095430651,88.0242385584436,11.9757614415564,60.7114831284332,52.936480784582,49.1591477104249,76.4009606587374,2321,2625,1502,11040,3,7
"long_cut =  14 ; prob =  0.38",45.5519611807521,88.5823632594482,11.4176367405518,61.1397557666214,52.2071602363573,47.9994886872044,76.4123970722781,2253,2693,1432,11110,3,7
"long_cut =  14 ; prob =  0.39",44.4803881924788,89.1644075904959,10.8355924095041,61.8151166057881,51.7342739564962,47.1233346185152,76.5267612076853,2200,2746,1359,11183,3,7
"long_cut =  14 ; prob =  0.4",43.247068338051,89.6906394514432,10.3093605485568,62.3251748251748,51.0623060396276,46.0673673328739,76.5553522415371,2139,2807,1293,11249,3,7
"long_cut =  14 ; prob =  0.41",42.2361504245855,90.1530856322755,9.84691436772445,62.8459687123947,50.5199516324063,45.2007962610351,76.6010978956999,2089,2857,1235,11307,3,7
"long_cut =  14 ; prob =  0.42",41.2454508693894,90.5836389730506,9.41636102694945,63.3343682086309,49.9571446063426,44.338187350576,76.6296889295517,2040,2906,1181,11361,3,7
"long_cut =  14 ; prob =  0.43",40.1334411645774,90.9663530537394,9.03364694626056,63.662604233483,49.2311507936508,43.3368264780369,76.5896614821592,1985,2961,1133,11409,3,7
"long_cut =  14 ; prob =  0.44",38.9405580266882,91.3331207143996,8.66687928560038,63.9230003318951,48.3980399547682,42.242400315831,76.5153247941446,1926,3020,1087,11455,3,7
"long_cut =  14 ; prob =  0.45",37.8285483218763,91.7317812151172,8.2682187848828,64.3397524071527,47.6445123503947,41.2259827251895,76.4867337602928,1871,3075,1037,11505,3,7
"long_cut =  14 ; prob =  0.46",36.7367569753336,92.0267899856482,7.97321001435177,64.501242456514,46.811799562025,40.1973364010442,76.3895242451967,1817,3129,1000,11542,3,7
"long_cut =  14 ; prob =  0.47",35.4427820460979,92.2420666560357,7.75793334396429,64.3066764490095,45.6986444212722,38.9382496668147,76.1779505946935,1753,3193,973,11569,3,7
"long_cut =  14 ; prob =  0.48",34.532955923979,92.5849146866528,7.41508531334716,64.746019711903,45.042194092827,38.0875925430381,76.1665141811528,1708,3238,930,11612,3,7
"long_cut =  14 ; prob =  0.49",33.2996360695512,92.8320841970978,7.16791580290225,64.6897093479969,43.9668980245595,36.8786386027765,75.9949679780421,1647,3299,899,11643,3,7
"long_cut =  14 ; prob =  0.5",32.3898099474323,93.0314144474566,6.96858555254345,64.7011308562197,43.1689571544058,35.9838274932615,75.880603842635,1602,3344,874,11668,3,7
"long_cut =  14 ; prob =  0.51",31.4799838253134,93.2307446978153,6.76925530218466,64.713216957606,42.3558215451578,35.0833708877873,75.7662397072278,1557,3389,849,11693,3,7
"long_cut =  14 ; prob =  0.52",30.671249494541,93.5098070483177,6.49019295168235,65.0793650793651,41.6930053593514,34.297987791092,75.737648673376,1517,3429,814,11728,3,7
"long_cut =  14 ; prob =  0.53",29.8018600889608,93.677244458619,6.32275554138096,65.0198500220556,40.8706502148898,33.4225205206113,75.6118481244282,1474,3472,793,11749,3,7
"long_cut =  14 ; prob =  0.54",29.0133441164577,93.8606282889491,6.13937171105087,65.0793650793651,40.1342469584674,32.629951339306,75.5203568161025,1435,3511,770,11772,3,7
"long_cut =  14 ; prob =  0.55",27.9619894864537,94.0998245893797,5.90017541062031,65.1436646255299,39.128589616636,31.5652531154426,75.3945562671546,1383,3563,740,11802,3,7
"long_cut =  14 ; prob =  0.56",27.1734735139507,94.3230744697815,5.67692553021847,65.3696498054475,38.3890317052271,30.7692307692308,75.3316559926807,1344,3602,712,11830,3,7
"long_cut =  14 ; prob =  0.57",26.2636473918318,94.4984850900973,5.50151490990273,65.3092006033182,37.4621485219899,29.8305240435402,75.2001372369625,1299,3647,690,11852,3,7
"long_cut =  14 ; prob =  0.58",25.5762232106753,94.7536278105565,5.24637218944347,65.7826313052522,36.8321444169457,29.1380660616391,75.1887008234218,1265,3681,658,11884,3,7
"long_cut =  14 ; prob =  0.59",24.5653052972099,94.9130920108436,5.08690798915643,65.569347004857,35.7405500808943,28.0769053011046,75.0171546203111,1215,3731,638,11904,3,7
"long_cut =  14 ; prob =  0.6",23.8778811160534,95.0725562111306,4.9274437888694,65.6475819899944,35.0185322461082,27.3594958995506,74.9370997255261,1181,3765,618,11924,3,7
"long_cut =  14 ; prob =  0.61",23.0084917104731,95.2958060915325,4.70419390846755,65.8564814814815,34.1024872640096,26.4503532911863,74.8513266239707,1138,3808,590,11952,3,7
"long_cut =  14 ; prob =  0.62",22.1997573797008,95.399457821719,4.60054217828097,65.5522388059701,33.1671952877209,25.5836711869146,74.6969350411711,1098,3848,577,11965,3,7
"long_cut =  14 ; prob =  0.63",21.5325515568136,95.5589220220061,4.44107797799395,65.6596794081381,32.4299634591961,24.8762029337569,74.6225983531565,1065,3881,557,11985,3,7
"long_cut =  14 ; prob =  0.64",20.7238172260412,95.7821719024079,4.21782809759209,65.958815958816,31.5384615384615,24.0181835223545,74.5539798719122,1025,3921,529,12013,3,7
"long_cut =  14 ; prob =  0.65",20.0970481196927,95.9097432626375,4.09025673736246,65.9588586595886,30.807376414071,23.343196655864,74.4682067703568,994,3952,513,12029,3,7
"long_cut =  14 ; prob =  0.66",19.3691872219976,96.0532610428959,3.94673895710413,65.9325533379215,29.9421784653852,22.5549748081179,74.3652790484904,958,3988,495,12047,3,7
"long_cut =  14 ; prob =  0.67",18.6817630408411,96.1728591931112,3.82714080688885,65.8119658119658,29.1023622047244,21.8047951670757,74.2566331198536,924,4022,480,12062,3,7
"long_cut =  14 ; prob =  0.68",18.2369591589163,96.3004305533408,3.69956944665922,66.0322108345534,28.5804816223067,21.3238770685579,74.2223238792315,902,4044,464,12078,3,7
"long_cut =  14 ; prob =  0.69",17.5293166194905,96.396109073513,3.60389092648701,65.7316148597422,27.6775738228252,20.5421030185282,74.0908051235133,867,4079,452,12090,3,7
"long_cut =  14 ; prob =  0.7",16.7003639304488,96.5236804337426,3.47631956625738,65.4516640253566,26.610824742268,19.6236814596598,73.9478499542543,826,4120,436,12106,3,7
"long_cut =  14 ; prob =  0.71",16.2353416902547,96.6193589539148,3.38064104608515,65.4441727791361,26.0165235703872,19.109038122888,73.8849496797804,803,4143,424,12118,3,7
"long_cut =  14 ; prob =  0.72",15.729882733522,96.7549035241588,3.24509647584117,65.6540084388186,25.3792203555701,18.5511946206305,73.8392040256176,778,4168,407,12135,3,7
"long_cut =  14 ; prob =  0.73",15.1839870602507,96.8665284643597,3.13347153564025,65.6468531468531,24.6633825944171,17.9424694189602,73.7648673376029,751,4195,393,12149,3,7
"long_cut =  14 ; prob =  0.74",14.5572179539021,96.9542337745176,3.04576622548238,65.3357531760436,23.8095238095238,17.2364263142775,73.6505032021958,720,4226,382,12160,3,7
"long_cut =  14 ; prob =  0.75",13.9102304892843,97.0658587147185,2.93414128528146,65.1515151515152,22.9256914361879,16.5067178502879,73.5475754803294,688,4258,368,12174,3,7
"long_cut =  14 ; prob =  0.76",13.566518398706,97.1934300749482,2.80656992505183,65.5913978494624,22.4828279443793,16.1243812178594,73.541857273559,671,4275,352,12190,3,7
"long_cut =  14 ; prob =  0.77",12.8790942175495,97.2412693350343,2.75873066496571,64.8016276703967,21.4876033057851,15.3368324745991,73.381747483989,637,4309,346,12196,3,7
"long_cut =  14 ; prob =  0.78",12.4949454104327,97.3688406952639,2.63115930473609,65.1898734177215,20.9704784526637,14.9044954659464,73.3645928636779,618,4328,330,12212,3,7
"long_cut =  14 ; prob =  0.79",12.0905782450465,97.5043852655079,2.4956147344921,65.642151481888,20.4200102441523,14.4479342836434,73.3474382433669,598,4348,313,12229,3,7
"long_cut =  14 ; prob =  0.8",11.5851192883138,97.5920905756658,2.40790942433424,65.4857142857143,19.6873389451984,13.8680478241928,73.2673833485819,573,4373,302,12240,3,7
"long_cut =  14 ; prob =  0.81",11.0392236150425,97.6957423058523,2.30425769414766,65.3892215568862,18.8894654903996,13.2402153353703,73.1873284537969,546,4400,289,12253,3,7
"long_cut =  14 ; prob =  0.82",10.7763849575414,97.7993940360389,2.20060596396109,65.8838071693449,18.5230234578627,12.9412907298597,73.1873284537969,533,4413,276,12266,3,7
"long_cut =  14 ; prob =  0.83",10.3720177921553,97.8631797161537,2.13682028384627,65.685019206146,17.9151388161341,12.472647702407,73.1187099725526,513,4433,268,12274,3,7
"long_cut =  14 ; prob =  0.84",10.0080873433077,97.9429118162972,2.05708818370276,65.7370517928287,17.3714686787156,12.0514193893948,73.0729643183898,495,4451,258,12284,3,7
"long_cut =  14 ; prob =  0.85",9.50262838657501,98.0625099665125,1.93749003348748,65.9186535764376,16.6107086057607,11.465092452554,73.0157822506862,470,4476,243,12299,3,7
"long_cut =  14 ; prob =  0.86",8.95673271330368,98.1581884866847,1.84181151331526,65.7270029673591,15.7651245551601,10.8270603187017,72.9300091491308,443,4503,231,12311,3,7
"long_cut =  14 ; prob =  0.87",8.41083704003235,98.2379205868283,1.76207941317175,65.3061224489796,14.902382231775,10.1855932618383,72.8327996340348,416,4530,221,12321,3,7
"long_cut =  14 ; prob =  0.88",7.94581479983825,98.3017062669431,1.69829373305693,64.8514851485149,14.157060518732,9.63707699852869,72.7470265324794,393,4553,213,12329,3,7
"long_cut =  14 ; prob =  0.89",7.54144763445208,98.3654919470579,1.63450805294212,64.5328719723183,13.5047067342505,9.1592181514586,72.6784080512351,373,4573,205,12337,3,7
"long_cut =  14 ; prob =  0.9",7.13708046906591,98.4372508371871,1.56274916281295,64.2987249544627,12.8480436760692,8.68047017164216,72.6155077767612,353,4593,196,12346,3,7
"long_cut =  14 ; prob =  0.91",6.65183987060251,98.5648221974167,1.43517780258332,64.6365422396857,12.0623281393217,8.1062435322525,72.5697621225984,329,4617,180,12362,3,7
"long_cut =  14 ; prob =  0.92",6.24747270521634,98.6684739276032,1.33152607239675,64.9159663865546,11.3980081150867,7.6258637709773,72.5297346752059,309,4637,167,12375,3,7
"long_cut =  14 ; prob =  0.93",5.76223210675293,98.7721256577898,1.22787434221018,64.9202733485194,10.5849582172702,7.04643228007714,72.4668344007319,285,4661,154,12388,3,7
"long_cut =  14 ; prob =  0.94",5.51961180752123,98.8917238080051,1.10827619199489,66.2621359223301,10.1903695408735,6.75876411170529,72.483989021043,273,4673,139,12403,3,7
"long_cut =  14 ; prob =  0.95",5.03437120905782,98.9475362781056,1.05246372189444,65.3543307086614,9.34860146423878,6.17406397222911,72.3867795059469,249,4697,132,12410,3,7
"long_cut =  14 ; prob =  0.96",4.44803881924788,99.0751076383352,0.924892361664809,65.4761904761905,8.33017796289284,5.46719681908549,72.3124428179323,220,4726,116,12426,3,7
"long_cut =  14 ; prob =  0.97",3.74039627982208,99.2265986286079,0.773401371392124,65.6028368794326,7.07727620504973,4.60978770058806,72.2209515096066,185,4761,97,12445,3,7
"long_cut =  14 ; prob =  0.98",3.19450060655075,99.3541699888375,0.645830011162496,66.1087866108787,6.09450337512054,3.94546271787444,72.1580512351327,158,4788,81,12461,3,7
"long_cut =  14 ; prob =  0.99",2.66882329154873,99.4817413490671,0.518258650932868,67.005076142132,5.13319074470154,3.30313798108203,72.1008691674291,132,4814,65,12477,3,7
"long_cut =  14 ; prob =  1",0,100,0,NA,NA,NA,71.7177493138152,0,4946,0,12542,3,7
"long_cut =  14 ; prob =  random_rate",26.6814784891941,0.730416766276197,26.9583233723803,28.0824829931973,27.3640600725013,196.976497470214,59.9257142857143,1321,3630,3383,9166,3,7
"long_cut =  14 ; prob =  random_50",50.0302969097152,0.501235158179935,49.8764841820065,28.3539377289377,36.1949294951414,239.786264891381,50.0971428571429,2477,2474,6259,6290,3,7
"long_cut =  15 ; prob =  0",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.01",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.02",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.03",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.04",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.05",100,0,100,26.9041628545288,42.400756995449,64.7928831111601,26.9041628545288,4705,0,12783,0,3,7
"long_cut =  15 ; prob =  0.06",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.07",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.08",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.09",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.1",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.11",100,0.00782288977548306,99.9921771102245,26.9057013781666,42.402667627974,64.7946676949349,26.9098810612992,4705,0,12782,1,3,7
"long_cut =  15 ; prob =  0.12",99.9787460148778,0.0156457795509661,99.984354220449,26.9030597655133,42.397476340694,64.7844649497314,26.9098810612992,4704,1,12781,2,3,7
"long_cut =  15 ; prob =  0.13",99.8724760892667,0.0469373386528984,99.9530626613471,26.8883039597162,42.3695955998377,64.7316508706193,26.9041628545288,4699,6,12777,6,3,7
"long_cut =  15 ; prob =  0.14",99.1285866099894,0.297269811468356,99.7027301885316,26.790740421621,42.1814235326038,64.368323718568,26.8870082342178,4664,41,12745,38,3,7
"long_cut =  15 ; prob =  0.15",90.9245483528161,33.3646248924353,66.6353751075647,33.4323226008128,48.8886349351466,67.6556174089069,48.8506404391583,4278,427,8518,4265,3,7
"long_cut =  15 ; prob =  0.16",86.567481402763,46.7261206289603,53.2738793710397,37.4253422769457,52.2581472927893,68.5620981045686,57.4451052150046,4073,632,6810,5973,3,7
"long_cut =  15 ; prob =  0.17",83.1455897980871,54.7602284283814,45.2397715716186,40.3506962351728,54.3333333333333,68.5954760652288,62.3970722781336,3912,793,5783,7000,3,7
"long_cut =  15 ; prob =  0.18",79.3836344314559,59.9780959086286,40.0219040913714,42.1986216246752,55.1047506639127,67.4894293664848,65.1989935956084,3735,970,5116,7667,3,7
"long_cut =  15 ; prob =  0.19",77.0244420828905,63.8269576781663,36.1730423218337,43.9379243452958,55.956149154636,66.9425151470371,67.3776303751144,3624,1081,4624,8159,3,7
"long_cut =  15 ; prob =  0.2",74.7077577045696,67.2846749589298,32.7153250410702,45.6671430427439,56.6844057410095,66.278236602934,69.2817932296432,3515,1190,4182,8601,3,7
"long_cut =  15 ; prob =  0.21",72.4548352816153,70.1243839474302,29.8756160525698,47.163807415606,57.135674180843,65.4368857493858,70.7513723696249,3409,1296,3819,8964,3,7
"long_cut =  15 ; prob =  0.22",70.2231668437832,72.6433544551357,27.3566455448643,48.5810910160271,57.430905614462,64.4783575972835,71.9922232387923,3304,1401,3497,9286,3,7
"long_cut =  15 ; prob =  0.23",68.1402763018066,74.5052022217007,25.4947977782993,49.5901005413766,57.4037600716204,63.3972711093534,72.7927721866423,3206,1499,3259,9524,3,7
"long_cut =  15 ; prob =  0.24",65.8235919234857,76.2809982007354,23.7190017992646,50.5302659487681,57.1718663466864,62.0666158964287,73.4675205855444,3097,1608,3032,9751,3,7
